Story Code,Annotator #1 Code,Annotator #2 Code,Story Title,Plot Summary,Content warnings,Author Code,Second author code (if applicable),Investigation-reveal order,Reveal border sentence,Name of Detective #1,Detective #1 Gender,Detective #1 Role,Name of Detective #2,Detective #2 Gender,Detective #2 Role,Number of detectives if more than 2,Name of Assistant #1,Assistant #1 Gender,Assistant #1 Role,Name of Assistant #2,Assistant #2 Gender,Assistant #2 Role,Number of assistants if more than 2,Number of victims of gender Male,Number of victims of gender Female,Number of victims of gender Non-binary,Number of victims of gender Unknown,Number of victims who are corporate entities,Number of culprits of gender Male,Number of culprits of gender Female,Number of culprits of gender Non-binary,Number of culprits of gender Unknown,Culprits introduced during reveal?,Main culprit independence,Initiator of investigation,Role of police,Focus on crime or quasi-crime,Crime trajectory,Occurrence of crime or mystery,Types of qrimes,Motives,Means (murder only),Sufficient clues to guess?,Sufficient clues to solve?,Correct annotator guess?,Types of clues,Essential clue,Type of essential clue,Most salient clue,Type of most salient clue,Red herring description,Type of red herring,Presence of planted or fabricated evidence,Types of evidence made available,Is the crime solved?,Decision NOT to alert authorities?,Satisfying narrative account?,How satisfying as detective fiction?,Recommend to friend?,Date of First Publication (YYYY-MM-DD),Format of First Publication (Journal or Book),Name of Journal or Title of Book
FL07,AW,SK,The Story of Saddler's Croft,"A mysterious and bloody history shrouds Saddler’s Croft, the expansive estate where Greek spiritualists once practiced strange rituals. When Mr. and Mrs. Corcoran purchase the estate, it is not long before they too report strange effects and sightings of Agapoulos, the ghostly high priest rumoured to haunt the grounds.",,HHP,KOP,Standard,Will you compare my theory with what he has told you? ,Flaxman Low,Male,Independent professional (solo),,,,,,,,,,,,2,1,0,0,0,1,0,0,0,No,Acts mostly alone with some assistance,A private client,Police are not present,Crime,Qrime → same qrime,"Before the investigation, During the investigation","Murder, Assault","Ideology, Crime-for-crime's-sake",Unknown,No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The photograph of Agapoulos who transforms into Sinclair,Physical clue,The abandoned summer house with evidence of strange rituals,Physical clue,,,,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,1899,Journal,Pearson's Magazine
FL08,AW,SK,The Story of Seven's Hall,"One day, Yarkindale comes to Flaxman Low asking not for his case to be resolved but rather understood. For three generations, Yarkindale’s family has committed suicide due to an external curse. Are Yarkindale’s claims true? And will Low be able to provide a solution to this sad affair?",,HHP,KOP,Standard,"And I am very sure you make a mistake,” replied Low.",Flaxman Low ,Male,Independent professional (solo),,,,,,,,,,,,3,0,0,0,0,1,0,0,0,Yes,Acts alone,A private client,Police are not present,Crime,Qrime → same qrime,"Before the investigation, During the investigation","Murder, Assault",Revenge,Suicide,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",Broken banister and frayed rope show that the Yarkindale brothers struggled against their deaths,Physical clue,The hooded specter seen by Yarkindale shortly before his death,Physical clue,,,,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,No,1899,Journal,Pearson's Magazine
FL09,AW,SK,The Story of No. 1 Karma Crescent ,"No. 1 Karma Crescent is said to be haunted by an evil spirit that murders its proprietors—a myth the new American owners don’t buy until a malignant whispering face appears in their windows. When Colonel Hendriks is found dead in his dining room with no determinable cause, Flaxman Low is hired to bring the supposedly malignant spectre to justice.","racism, orientalism",HHP,KOP,Standard,"“I think now,” he said, “that I may venture to say that I have something to show you.",Flaxman Low,Male,Independent professional (solo),,,,,,,,,,,,4,0,0,0,0,1,0,0,0,Yes,Acts on behalf of a crime syndicate,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Qrime → different qrime,"Before the investigation, During the investigation","Murder, Assault, Breaking and entering","Crime-for-crime's-sake, Self-defence",Poison,No,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The position of the body and rolled trouser leg,Physical clue,The ghostly figure wearing a sheet reported by the servants,Testimonial clue,,,Fabricated,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,1899,Journal,Pearson's Magazine
FL10,AW,SK,The Story of Konnor Old House,"On a stormy night, a friend of Flaxman Low recounts the story of Konnor House, an abandoned property in his possession haunted by a shining spectre who either kills or drives insane anyone who dares spend the night. The same fate nearly befalls their friend Sullivan when he brashly attempts to disprove the tale. Low must enter the house to investigate this glowing ghost for himself.","racism, racial slurs",HHP,KOP,Standard,"What do you mean, Low?",Flaxman Low,Male,Independent professional (solo),,,,,,,,,,,,4,0,0,0,0,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,Qrime → different qrime,"Before the investigation, During the investigation",Suspected murder,Revenge,Poison,Yes,No,No,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable)",The doctor says the patches on the victims resembled fungoid growth,Testimonial clue,The doctor says the patches on the victims resembled fungoid growth,Testimonial clue,,,,"Testimonial evidence, Physical evidence",Yes,No,No,4,Yes,1899,Journal,Pearson's Magazine
FL11,AW,SK,The Story of Crowsedge,"Dr. Imiran comes to Low with proof that his employer, infamous psychic master Dr. Karkalane, has gained supernatural powers, which he is using to attempt the murder of his assistant. Are these just fantasies on Imiran’s part? Or, as Mr. Low continues to investigate, will he find some truth behind these unbelievable horrors?",,HHP,KOP,Standard,"“As to that,” replied Flaxman Low, “I can do no more than indicate a theory.",Flaxman Low,Male,Independent professional (solo),,,,,,,,,,,,1,0,0,0,0,1,0,0,0,No,Acts alone,A private client,Police are not present,Crime,Qrime → same qrime,"Before the investigation, During the investigation","Murder, Assault",Crime-for-crime's-sake,"Asphyxiation, Other",No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable)",The bruises on Dr. Imiran’s ankle,Physical clue,The repeated appearance of the severed hand,Physical clue,,,,"Testimonial evidence, Physical evidence",No,No,No,2,No,1899,Journal,Pearson's Magazine
FL12,AW,SK,The Story of Mr. Flaxman Low,"The insidious Dr. Kalkarmane, a master of supernatural study, warns Flaxman Low to give up his work in the spirit world lest his mastery give him mysterious powers. Flaxman Low is soon afflicted with strange spells of forgetfulness and despair, only to find himself near death due to an uncharacteristic, sudden opium overdose. What is the explanation behind all these odd experiences? And how can they be stopped?",,HHP,KOP,Other,From that time I date my troubles.,Flaxman Low,Male,Independent professional (solo),,,,,,,,,,,,1,0,0,0,0,1,0,0,0,,Acts alone,The detective(s) themselves,Police are not present,Crime,Qrime → same qrime,"Before the investigation, During the investigation, After the investigation","Murder, Blackmail, Assault",Ideology,"Poison, Firearm, Other",No,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable)",The opium stain on Low's fingers after a lapse in memory,Physical clue,Kalkarmane's description of his psychic studies,Testimonial clue,,,,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,1899,Journal,Pearson's Magazine
SDD12,WW,AW,The Ponsonby Diamonds,"When Dr. Halifax is presented with the case of Lady Violet Erstfield, a young lady suffering from a nervous disorder, he recommends the skills of Beryl Temple. Acting as a nurse and companion, Beryl becomes invaluable to the family, until the day the priceless diamonds of Captain Ponsonby, Violet’s husband-to-be, go missing with Beryl as the primary suspect.",,LTM,CH,Standard,"“My darling,” said Lady Erstfield, falling suddenly on her knees by the bedside, and bursting into tears, “I would give them to you if I could; but they are lost, Violet, dear - the Ponsonby diamonds are lost.”",Clifford Halifax,Male,Independent amateur,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,No,Acts alone,The detective(s) themselves,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Qrime → same qrime,Before the investigation,Theft,Insanity,,Yes,No,Yes,"Usable in real time (usable → usable), Usable only in retrospect (legible → usable)","Lady Violet’s comment that if the diamonds were gone, she would not have to marry Ponsonby",Testimonial clue,Lady Violet’s deteriorating mental condition when the diamonds disappear,Physical clue,,,,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,1893,Journal,The Strand
MM01,WW,AW,The Man With Nine Lives,"Detective Madelyn Mack is solicited by a letter from the wealthy Wendell Marsh, who fears he is a dead man after experiencing nine attempts on his life. She arrives to learn Marsh is already dead, found alone in a room showing signs of a desperate struggle, but the room is locked from inside. Can Miss Mack find this invisible killer?",,HCW,,Standard,She tapped the long stem gravely.,Madelyn Mack,Female,Independent professional (solo),,,,,Nora Noraker,Female,Independent amateur,,,,,1,0,0,0,0,1,0,0,0,No,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Crime,Qrime → same qrime,Before the investigation,Murder,Greed,Poison,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)","The fingerprint on the bowl of the pipe, which belongs to whoever filled it with the poisonous substance.",Physical clue,The secret chamber found in the pipe clutched in Marsh’s hand.,Physical clue,,,,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,No,1912,Book,"Miss Madelyn Mack, Detective"
MM02,WW,AW,The Missing Bridegroom,"Mr. Norris Endicott is set to marry the beautiful and wealthy Miss Bertha Van Sutton and is ardently in love with his bride-to-be. Everyone is utterly bewildered when Endicott vanishes without a trace only a few hours before his own wedding. In the apparent absence of motives and clues, Miss Mack is convinced that Norris Endicott is not dead, but can she find the missing bridegroom?",,HCW,,Standard,It was Norris Endicott.,Madelyn Mack,Female,Independent professional (solo),,,,,Nora Noraker,Female,Independent amateur,,,,,0,1,0,0,0,1,0,0,0,Yes,Acts alone,A private client,"Police are present but with no role, or only a minor role, in helping solve the crime",Quasi-crime,Qrime → different qrime,Before the investigation,"Suspected murder, Blackmail",Greed,,No,No,No,"Illegible and never usable (illegible → never usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)","The paper fragment, rubbed in wood ash. ",Physical clue,The veranda connecting the bride’s room to the groom’s. ,Physical clue,,,,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,No,1912,Book,"Miss Madelyn Mack, Detective"
SDD01,CC,SK,My First Patient,"Dr. Halifax is called upon the estate of the Ogilvies when receiving notice of a medical emergency. Mrs. Oglivie is near death due to a mysterious affliction and her husband, Dr. Oglivie, is suddenly nowhere to be seen. Although all the circumstances seem to point unfavorably towards Dr. Oglivie, their surrounding testimonies and individuals highly contradict such possible evil on the part of such a kind, loving husband. Are Halifax’s suspicions true? Or is there something more complicated to this case?",,LTM,CH,Standard,"""MY DEAR ROPER, – When you receive this I shall have died by my own hand. ",Clifford Halifax,Male,Independent amateur,,,,,,,,,,,,1,1,0,0,0,1,1,0,0,No,Acts alone,A private client,Police are not present,Crime,Qrime → same qrime,Before the investigation,"Murder, Blackmail","Greed, Love, Duress",Poison,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Ex post -- new clue (not mentioned → usable), Ex post -- newly usable clue (illegible → usable)",The horse returning alone,Physical clue,The mother asking to speak with the doctor,Physical clue,,,,"Testimonial evidence, Physical evidence",Yes,No,Yes,4,Yes,1893,Journal,The Strand
SDD02,CC,SK,My Hypnotic Patient,"When Dr. Halifax meets the kind and benevolent Miss Whittaker, the woman’s cold-blooded crime is the last thing he expects of her. Placed in a psychiatric ward for murder, Miss Whittaker displays an intensely sweet disposition that remains wholly at odds with her crime. Could such a woman truly have been capable of random murder? Or is there something more sinister and complex to this crime?",,LTM,CH,Standard,"""You must listen to an extraordinary confession,"" he said. ",Clifford Halifax,Male,Independent amateur,,,,,,,,,,,,1,1,0,0,0,1,1,0,0,No,Acts mostly alone with some assistance,The detective(s) themselves,Police are not present,Crime,Qrime → same qrime,Before the investigation,Murder,"Revenge, Pride, Insanity",Firearm,Yes,No,Yes,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable)","Ursula Whittaker's connection with Dr. Anderson, a known hypnotist",Testimonial clue,Ursula Whittaker's kind demeanor,Testimonial clue,,,,"Testimonial evidence, Physical evidence",Yes,No,Yes,3,Yes,1893,Journal,The Strand
SDD03,CC,SK,Very Far West,"A beautiful woman is suddenly deserted by her father. The daughter and father both claim he is ailed with a terrible case of epileptic fits but, upon Halifax’s inspection, such claims prove to be false. Located in a shrouded, dark house of England, what is the truth behind this mysterious family of lies?",,LTM,CH,Standard,"I came to myself, I do not know when",Clifford Halifax,Male,Independent amateur,,,,,,,,,,,,1,0,0,0,0,1,1,0,0,No,Acts together with one or more equal partners,The detective(s) themselves,Police are not present,Crime,No qrime → qrime,"During the investigation, After the investigation","Theft, Fraud, Assault",Greed,,Yes,No,No,"Legible but not usable (legible → not usable), Usable in real time (usable → usable), Usable only in retrospect (legible → usable), Ex post -- new clue (not mentioned → usable)",The scent of fire in the house,Physical clue,The insistence of the daughter for Dr. Halifax to stay,Testimonial clue,,,,"Testimonial evidence, Physical evidence",Yes,No,No,2,No,1893,Journal,The Strand
